,"Matthew 1:1 The book of the generation of Jesus Christ, the son of David, the son of Abraham.","Mattheus 1:1 DIE geslagsregister van Jesus Christus, die seun van Dawid, die seun van Abraham:"
,"1 Timothy 3:1 This [is] a true saying, If a man desire the office of a bishop, he desireth a good work.","1 Timotheus 3:1 DIT is ’n betroubare woord: as iemand na ’n opsienersamp verlang, begeer hy ’n voortreflike werk."
,"1 Timothy 3:2 A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;","1 Timotheus 3:2 ’n Opsiener dan moet onberispelik wees, die man van een vrou, nugter, ingetoë, fatsoenlik, gasvry, bekwaam om te onderrig;"
,"1 Timothy 3:3 Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous;","1 Timotheus 3:3 geen drinker, geen vegter, geen vuilgewinsoeker nie, maar vriendelik; geen strydlustige, geen geldgierige nie;"
,"1 Timothy 3:4 One that ruleth well his own house, having his children in subjection with all gravity;",1 Timotheus 3:4 een wat sy eie huis goed regeer en sy kinders met alle waardigheid in onderdanigheid hou.
,"1 Timothy 3:5 (For if a man know not how to rule his own house, how shall he take care of the church of God?)","1 Timotheus 3:5 Maar as iemand nie weet om sy eie huis te regeer nie, hoe sal hy vir die gemeente van God sorg dra?"
,"1 Timothy 3:6 Not a novice, lest being lifted up with pride he fall into the condemnation of the devil.","1 Timotheus 3:6 Hy moet nie ’n nuweling wees nie, sodat hy nie verwaand word en in dieselfde oordeel as die duiwel val nie."
,1 Timothy 3:7 Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil.,"1 Timotheus 3:7 Maar hy moet ook goeie getuienis hê van die buitestaanders, sodat hy nie in veragting en in die strik van die duiwel val nie."
en:p,"1 Timothy 3:8 Likewise [must] the deacons [be] grave, not doubletongued, not given to much wine, not greedy of filthy lucre;","1 Timotheus 3:8 Net so moet die diakens waardig wees, nie uit twee monde spreek nie, nie verslaaf aan wyn nie, geen vuilgewinsoekers nie,"
,1 Timothy 3:9 Holding the mystery of the faith in a pure conscience.,1 Timotheus 3:9 manne wat die verborgenheid van die geloof in ’n rein gewete hou.
,"1 Timothy 3:10 And let these also first be proved; then let them use the office of a deacon, being [found] blameless.","1 Timotheus 3:10 En hulle moet ook eers ’n proeftyd deurmaak; daarna, as hulle onberispelik is, kan hulle dien."
,"1 Timothy 3:11 Even so [must their] wives [be] grave, not slanderers, sober, faithful in all things.","1 Timotheus 3:11 Net so moet die vroue waardig wees, geen kwaadspreeksters nie, nugter, betroubaar in alles."
,"1 Timothy 3:12 Let the deacons be the husbands of one wife, ruling their children and their own houses well.",1 Timotheus 3:12 Die diakens moet manne van een vrou wees en hulle kinders en eie huis goed regeer.
,"1 Timothy 3:13 For they that have used the office of a deacon well purchase to themselves a good degree, and great boldness in the faith which is in Christ Jesus.","1 Timotheus 3:13 Want die wat goed gedien het, verkry vir hulle ’n eervolle plek en veel vrymoedigheid in die geloof in Christus Jesus."
,"1 Timothy 3:14 These things write I unto thee, hoping to come unto thee shortly:",1 Timotheus 3:14 Ek skryf jou hierdie dinge in die hoop om gou na jou te kom.
,"1 Timothy 3:15 But if I tarry long, that thou mayest know how thou oughtest to behave thyself in the house of God, which is the church of the living God, the pillar and ground of the truth.","1 Timotheus 3:15 Maar as ek vertoef, dan kan jy weet hoe iemand hom moet gedra in die huis van God, wat die gemeente is van die lewende God, ’n pilaar en grondslag van die waarheid."
,"1 Timothy 3:16 And without controversy great is the mystery of godliness: God was manifest in the flesh, justified in the Spirit, seen of angels, preached unto the Gentiles, believed on in the world, received up into glory.","1 Timotheus 3:16 En, onteenseglik, die verborgenheid van die godsaligheid is groot: God is geopenbaar in die vlees, is geregverdig in die Gees, het verskyn aan engele, is verkondig onder die heidene, is geglo in die wêreld, is opgeneem in heerlikheid."
,"1 Timothy 4:1 Now the Spirit speaketh expressly, that in the latter times some shall depart from the faith, giving heed to seducing spirits, and doctrines of devils;",1 Timotheus 4:1 MAAR die Gees sê uitdruklik dat in die laaste tye sommige van die geloof afvallig sal word en verleidende geeste en leringe van duiwels sal aanhang
,1 Timothy 4:2 Speaking lies in hypocrisy; having their conscience seared with a hot iron;,"1 Timotheus 4:2 deur die geveinsdheid van leuenaars wat gebrandmerk is in hulle eie gewete,"
,"1 Timothy 4:3 Forbidding to marry, [and commanding] to abstain from meats, which God hath created to be received with thanksgiving of them which believe and know the truth.",1 Timotheus 4:3 wat verbied om te trou en gebied dat die mense hulle moet onthou van voedsel wat God geskape het om met danksegging gebruik te word deur die gelowiges en die wat die waarheid ken.
,"1 Timothy 4:4 For every creature of God [is] good, and nothing to be refused, if it be received with thanksgiving:","1 Timotheus 4:4 Want alles wat deur God geskape is, is goed, en niks is verwerplik as dit met danksegging ontvang word nie;"
,1 Timothy 4:5 For it is sanctified by the word of God and prayer.,1 Timotheus 4:5 want dit word geheilig deur die woord van God en die gebed.
,"1 Timothy 4:6 If thou put the brethren in remembrance of these things, thou shalt be a good minister of Jesus Christ, nourished up in the words of faith and of good doctrine, whereunto thou hast attained.","1 Timotheus 4:6 AS jy hierdie dinge aan die broeders voorhou, sal jy ’n goeie dienaar van Jesus Christus wees terwyl jy jouself voed met die woorde van die geloof en van die goeie leer waarvan jy ’n navolger geword het."
,"1 Timothy 4:7 But refuse profane and old wives' fables, and exercise thyself [rather] unto godliness.","1 Timotheus 4:7 Maar verwerp onheilige en oudwyfse fabels, en oefen jou in die godsaligheid."
,"1 Timothy 4:8 For bodily exercise profiteth little: but godliness is profitable unto all things, having promise of the life that now is, and of that which is to come.","1 Timotheus 4:8 Want die liggaamlike oefening is tot weinig nut, maar die godsaligheid is nuttig vir alles, omdat dit die belofte van die teenwoordige en die toekomende lewe het."
,1 Timothy 4:9 This [is] a faithful saying and worthy of all acceptation.,1 Timotheus 4:9 Dit is ’n betroubare woord en werd om ten volle aangeneem te word;
,"1 Timothy 4:10 For therefore we both labour and suffer reproach, because we trust in the living God, who is the Saviour of all men, specially of those that believe.","1 Timotheus 4:10 want hiervoor arbei ons ook en word ons gesmaad, omdat ons gehoop het op die lewende God wat ’n behouder is van alle mense, insonderheid van die gelowiges."
,1 Timothy 4:11 These things command and teach.,1 Timotheus 4:11 Beveel en leer hierdie dinge.
,"1 Timothy 4:12 Let no man despise thy youth; but be thou an example of the believers, in word, in conversation, in charity, in spirit, in faith, in purity.","1 Timotheus 4:12 Laat niemand jou jonkheid verag nie, maar wees ’n voorbeeld vir die gelowiges in woord, in wandel, in liefde, in gees, in geloof, in reinheid."
,"1 Timothy 4:13 Till I come, give attendance to reading, to exhortation, to doctrine.","1 Timotheus 4:13 Totdat ek kom, moet jy aanhou met voorlesing, vermaning en lering."
,"1 Timothy 4:14 Neglect not the gift that is in thee, which was given thee by prophecy, with the laying on of the hands of the presbytery.","1 Timotheus 4:14 Verwaarloos nie die genadegawe wat in jou is nie, wat jou gegee is deur die profesie met die handoplegging van die ouderlinge."
,1 Timothy 4:15 Meditate upon these things; give thyself wholly to them; that thy profiting may appear to all.,"1 Timotheus 4:15 Wees vlytig in hierdie dinge, leef daarin, sodat jou vooruitgang vir almal duidelik kan wees."
,"1 Timothy 4:16 Take heed unto thyself, and unto the doctrine; continue in them: for in doing this thou shalt both save thyself, and them that hear thee.","1 Timotheus 4:16 Let op jouself en op die leer; volhard daarin; want deur dit te doen, sal jy jouself red sowel as die wat jou hoor."
,"1 Timothy 5:1 Rebuke not an elder, but intreat [him] as a father; [and] the younger men as brethren;","1 Timotheus 5:1 ’n BEJAARDE man moet jy nie hard bestraf nie, maar vermaan hom soos ’n vader, jongeres soos broers,"
,"1 Timothy 5:2 The elder women as mothers; the younger as sisters, with all purity.","1 Timotheus 5:2 bejaarde vroue soos moeders, jongeres soos susters in alle reinheid."
,1 Timothy 5:3 Honour widows that are widows indeed.,1 Timotheus 5:3 Eer die weduwees wat waarlik weduwees is.
,"1 Timothy 5:4 But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.","1 Timotheus 5:4 Maar as ’n weduwee kinders of kleinkinders het, laat hulle eers leer om teenoor hulle eie huis eerbied te betoon en vergelding te doen aan hulle ouers; want dit is goed en aangenaam voor God."
,"1 Timothy 5:5 Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.","1 Timotheus 5:5 En sy wat waarlik weduwee is en alleen gelaat is, hoop op God en bly in smekinge en gebede nag en dag."
,1 Timothy 5:6 But she that liveth in pleasure is dead while she liveth.,"1 Timotheus 5:6 Maar sy wat losbandig is, is lewendig dood."
,"1 Timothy 5:7 And these things give in charge, that they may be blameless.","1 Timotheus 5:7 Beveel ook hierdie dinge, sodat hulle onberispelik kan wees."
,"1 Timothy 5:8 But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel.","1 Timotheus 5:8 Maar iemand wat vir sy eie mense, en veral sy huisgenote, nie sorg nie, het die geloof verloën en is slegter as ’n ongelowige."
,"1 Timothy 5:9 Let not a widow be taken into the number under threescore years old, having been the wife of one man,","1 Timotheus 5:9 Laat ’n weduwee gekies word, nie minder as sestig jaar oud nie, wat die vrou van een man gewees het"
,"1 Timothy 5:10 Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints' feet, if she have relieved the afflicted, if she have diligently followed every good work.","1 Timotheus 5:10 en getuienis het van goeie werke, as sy kinders grootgemaak het, gasvry gewees het, die voete van die heiliges gewas het, verdruktes gehelp en elke goeie werk nagestreef het."
af:p,"1 Timothy 5:11 But the younger widows refuse: for when they have begun to wax wanton against Christ, they will marry;","1 Timotheus 5:11 Maar jy moet die jong weduwees afwys; want wanneer hulle tot oneer van Christus wellustig word, wil hulle trou"
,"1 Timothy 5:12 Having damnation, because they have cast off their first faith.","1 Timotheus 5:12 en kom onder ’n oordeel, omdat hulle hul eerste geloof verwerp het."
,"1 Timothy 5:13 And withal they learn [to be] idle, wandering about from house to house; and not only idle, but tattlers also and busybodies, speaking things which they ought not.","1 Timotheus 5:13 En tegelykertyd leer hulle ook om ledig by die huise rond te gaan; en nie alleen is hulle ledig nie, maar ook praatsiek en bemoeisiek, want hulle praat wat nie behoorlik is nie."
,"1 Timothy 5:14 I will therefore that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully.","1 Timotheus 5:14 Ek wil dan hê dat die jong weduwees moet trou, kinders baar, hulle huise regeer en die teëparty geen aanleiding gee om kwaad te spreek nie."
,1 Timothy 5:15 For some are already turned aside after Satan.,1 Timotheus 5:15 Want sommige het al afgewyk agter die Satan aan.
,"1 Timothy 5:16 If any man or woman that believeth have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed.","1 Timotheus 5:16 As ’n gelowige man of ’n gelowige vrou weduwees by hulle het, moet dié aan hulle hulp verleen; en laat die gemeente nie beswaar word nie, sodat dit die wat waarlik weduwees is, kan help."
,"1 Timothy 5:17 Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.","1 Timotheus 5:17 LAAT die ouderlinge wat goed regeer, dubbele eer waardig geag word, veral die wat arbei in woord en leer."
,"1 Timothy 5:18 For the scripture saith, Thou shalt not muzzle the ox that treadeth out the corn. And, The labourer [is] worthy of his reward.","1 Timotheus 5:18 Want die Skrif sê: Jy mag ’n os wat graan dors, nie muilband nie; en: Die arbeider is sy loon werd."
en:p,"1 Timothy 5:19 Against an elder receive not an accusation, but before two or three witnesses.","1 Timotheus 5:19 Moenie ’n beskuldiging teen ’n ouderling aanneem nie, behalwe op die getuienis van twee of drie."
,"1 Timothy 5:20 Them that sin rebuke before all, that others also may fear.","1 Timotheus 5:20 Bestraf die wat sondig, in die teenwoordigheid van almal, sodat ook die ander kan vrees."
en:p,"1 Timothy 5:21 I charge [thee] before God, and the Lord Jesus Christ, and the elect angels, that thou observe these things without preferring one before another, doing nothing by partiality.",1 Timotheus 5:21 Ek besweer jou voor God en die Here Jesus Christus en die uitverkore engele dat jy hierdie dinge sonder vooroordeel in ag neem en niks uit partydigheid doen nie.
,"1 Timothy 5:22 Lay hands suddenly on no man, neither be partaker of other men's sins: keep thyself pure.","1 Timotheus 5:22 Moenie haastig iemand die hande oplê nie, en moet ook nie met die sondes van ander gemeenskap hê nie. Hou jou rein."
,"1 Timothy 5:23 Drink no longer water, but use a little wine for thy stomach's sake and thine often infirmities.","1 Timotheus 5:23 Moenie langer water alleen drink nie, maar gebruik ’n bietjie wyn ter wille van jou maag en jou herhaalde ongesteldhede."
en:p,"1 Timothy 5:24 Some men's sins are open beforehand, going before to judgment; and some [men] they follow after.","1 Timotheus 5:24 Die sondes van sommige mense is baie duidelik en gaan voor hulle uit tot die oordeel, maar volg ander eers agterna."
,1 Timothy 5:25 Likewise also the good works [of some] are manifest beforehand; and they that are otherwise cannot be hid.,"1 Timotheus 5:25 Net so is ook die goeie werke baie duidelik, en ook die wat anders is, kan nie weggesteek word nie."
,"1 Timothy 6:1 Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and [his] doctrine be not blasphemed.","1 Timotheus 6:1 ALMAL wat diensknegte is onder ’n juk, moet hulle eie here alle eer waardig ag, sodat die Naam van God en die leer nie belaster mag word nie."
,"1 Timothy 6:2 And they that have believing masters, let them not despise [them], because they are brethren; but rather do [them] service, because they are faithful and beloved, partakers of the benefit. These things teach and exhort.","1 Timotheus 6:2 En die wat gelowige here het, moet hulle nie verag omdat hulle broeders is nie, maar moet hulle des te meer dien, omdat hulle wat die weldade ontvang, gelowiges en geliefdes is. Leer hierdie dinge en wek daartoe op."
,"1 Timothy 6:3 If any man teach otherwise, and consent not to wholesome words, [even] the words of our Lord Jesus Christ, and to the doctrine which is according to godliness;","1 Timotheus 6:3 AS iemand iets anders leer en nie instem met die gesonde woorde van onse Here Jesus Christus en met die leer wat volgens die godsaligheid is nie,"
,"1 Timothy 6:4 He is proud, knowing nothing, but doting about questions and strifes of words, whereof cometh envy, strife, railings, evil surmisings,","1 Timotheus 6:4 dié is verwaand en verstaan niks nie, maar het ’n sieklike sug na twisvrae en woordestryd waaruit ontstaan afguns, twis, lasteringe, bose agterdog,"
,"1 Timothy 6:5 Perverse disputings of men of corrupt minds, and destitute of the truth, supposing that gain is godliness: from such withdraw thyself.",1 Timotheus 6:5 nuttelose stryery van mense wat verdorwe in hulle verstand en van die waarheid beroof is en dink dat die godsaligheid winsgewend is. Onttrek jou aan sulke mense.
,1 Timothy 6:6 But godliness with contentment is great gain.,1 Timotheus 6:6 Maar die godsaligheid saam met vergenoegdheid is ’n groot wins.
,"1 Timothy 6:7 For we brought nothing into [this] world, [and it is] certain we can carry nothing out.",1 Timotheus 6:7 Want ons het niks in die wêreld ingebring nie; dit is duidelik dat ons ook niks daaruit kan wegdra nie.
,1 Timothy 6:8 And having food and raiment let us be therewith content.,"1 Timotheus 6:8 Maar as ons voedsel en klere het, moet ons daarmee vergenoeg wees."
,"1 Timothy 6:9 But they that will be rich fall into temptation and a snare, and [into] many foolish and hurtful lusts, which drown men in destruction and perdition.","1 Timotheus 6:9 Maar die wat ryk wil word, val in versoeking en strikke en baie dwase en skadelike begeerlikhede wat die mense laat wegsink in verderf en ondergang."
,"1 Timothy 6:10 For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.","1 Timotheus 6:10 Want die geldgierigheid is ’n wortel van alle euwels; en omdat sommige dit begeer, het hulle afgedwaal van die geloof en hulleself met baie smarte deurboor."
,"1 Timothy 6:11 But thou, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.","1 Timotheus 6:11 Maar jy, man van God, vlug van hierdie dinge weg, en jaag ná die geregtigheid, godsaligheid, geloof, liefde, lydsaamheid, sagmoedigheid."
,"1 Timothy 6:12 Fight the good fight of faith, lay hold on eternal life, whereunto thou art also called, and hast professed a good profession before many witnesses.","1 Timotheus 6:12 Stry die goeie stryd van die geloof, gryp na die ewige lewe, waartoe jy ook geroep is en die goeie belydenis voor baie getuies afgelê het."
,"1 Timothy 6:13 I give thee charge in the sight of God, who quickeneth all things, and [before] Christ Jesus, who before Pontius Pilate witnessed a good confession;","1 Timotheus 6:13 Ek gebied jou voor die aangesig van God wat aan alle dinge die lewe gee, en van Christus Jesus wat voor Pontius Pilatus die goeie belydenis betuig het,"
,"1 Timothy 6:14 That thou keep [this] commandment without spot, unrebukeable, until the appearing of our Lord Jesus Christ:","1 Timotheus 6:14 dat jy die gebod onbevlek, onberispelik bewaar tot by die verskyning van onse Here Jesus Christus"
,"1 Timothy 6:15 Which in his times he shall shew, [who is] the blessed and only Potentate, the King of kings, and Lord of lords;","1 Timotheus 6:15 wat op sy eie tyd vertoon sal word deur die salige en enigste Heerser, die Koning van die konings en Here van die here,"
,"1 Timothy 6:16 Who only hath immortality, dwelling in the light which no man can approach unto; whom no man hath seen, nor can see: to whom [be] honour and power everlasting. Amen.","1 Timotheus 6:16 wat alleen onsterflikheid besit en ’n ontoeganklike lig bewoon, wat geen mens gesien het of kan sien nie, aan wie toekom eer en ewige krag. Amen."
,"1 Timothy 6:17 Charge them that are rich in this world, that they be not highminded, nor trust in uncertain riches, but in the living God, who giveth us richly all things to enjoy;","1 Timotheus 6:17 Beveel die rykes in die teenwoordige wêreld om nie hoogmoedig te wees nie en ook nie hulle hoop te stel op die onsekerheid van die rykdom nie, maar op die lewende God wat ons alles ryklik verleen om te geniet;"
,"1 Timothy 6:18 That they do good, that they be rich in good works, ready to distribute, willing to communicate;","1 Timotheus 6:18 dat hulle goed moet doen en ryk wees in goeie werke, vrygewig, mededeelsaam,"
,"1 Timothy 6:19 Laying up in store for themselves a good foundation against the time to come, that they may lay hold on eternal life.","1 Timotheus 6:19 en vir hulle ’n skat weglê, ’n goeie fondament vir die toekoms, sodat hulle die ewige lewe kan verwerf."
,"1 Timothy 6:20 O Timothy, keep that which is committed to thy trust, avoiding profane [and] vain babblings, and oppositions of science falsely so called:","1 Timotheus 6:20 O Timótheüs, bewaar jou pand en vermy die onheilige, onsinnige praatjies en teëwerpinge van die valslik sogenaamde kennis,"
,"1 Timothy 6:21 Which some professing have erred concerning the faith. Grace [be] with thee. Amen. <<[The first to Timothy was written from Laodicea, which is the chiefest city of Phrygia Pacatiana.]>>","1 Timotheus 6:21 waarvan sommige belydenis gedoen het en, wat die geloof betref, op ’n dwaalweg geraak het. Mag die genade met jou wees! Amen."
,"2 Timothy 1:1 Paul, an apostle of Jesus Christ by the will of God, according to the promise of life which is in Christ Jesus,","2 Timotheus 1:1 PAULUS, ’n apostel van Jesus Christus deur die wil van God, ooreenkomstig die belofte van die lewe wat in Christus Jesus is,"
,"2 Timothy 1:2 To Timothy, [my] dearly beloved son: Grace, mercy, [and] peace, from God the Father and Christ Jesus our Lord.","2 Timotheus 1:2 aan Timótheüs, my geliefde kind: Genade, barmhartigheid, vrede van God die Vader en Christus Jesus, onse Here!"
,"2 Timothy 1:3 I thank God, whom I serve from [my] forefathers with pure conscience, that without ceasing I have remembrance of thee in my prayers night and day;","2 Timotheus 1:3 EK dank God, wat ek van my voorouers af in ’n rein gewete dien, wanneer ek onophoudelik nag en dag aan jou in my gebede dink,"
,"2 Timothy 1:4 Greatly desiring to see thee, being mindful of thy tears, that I may be filled with joy;","2 Timotheus 1:4 terwyl ek verlang om jou te sien as ek aan jou trane dink, sodat ek met blydskap vervul kan word,"
,"2 Timothy 1:5 When I call to remembrance the unfeigned faith that is in thee, which dwelt first in thy grandmother Lois, and thy mother Eunice; and I am persuaded that in thee also.","2 Timotheus 1:5 en as ek my herinner die ongeveinsde geloof wat in jou is, wat eers gewoon het in jou grootmoeder Loïs en in jou moeder Eunice, en wat — daarvan is ek oortuig — ook in jou is."
,"2 Timothy 1:6 Wherefore I put thee in remembrance that thou stir up the gift of God, which is in thee by the putting on of my hands.",2 Timotheus 1:6 Om hierdie rede herinner ek jou daaraan om die genadegawe van God aan te wakker wat in jou is deur die oplegging van my hande.
,"2 Timothy 1:7 For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind.","2 Timotheus 1:7 Want God het ons nie ’n gees van vreesagtigheid gegee nie, maar van krag en liefde en selfbeheersing."
,"2 Timothy 1:8 Be not thou therefore ashamed of the testimony of our Lord, nor of me his prisoner: but be thou partaker of the afflictions of the gospel according to the power of God;","2 Timotheus 1:8 Skaam jou dan nie oor die getuienis van onse Here of oor my, sy gevangene nie, maar ly saam verdrukkinge vir die evangelie na die krag van God"
,"2 Timothy 1:9 Who hath saved us, and called [us] with an holy calling, not according to our works, but according to his own purpose and grace, which was given us in Christ Jesus before the world began,","2 Timotheus 1:9 wat ons gered en geroep het met ’n heilige roeping, nie volgens ons werke nie, maar volgens sy eie voorneme en genade wat ons van ewigheid af in Christus Jesus geskenk is,"
,"2 Timothy 1:10 But is now made manifest by the appearing of our Saviour Jesus Christ, who hath abolished death, and hath brought life and immortality to light through the gospel:","2 Timotheus 1:10 maar wat nou geopenbaar is deur die verskyning van ons Verlosser, Jesus Christus, wat die dood tot niet gemaak het en die lewe en die onverderflikheid aan die lig gebring het deur die evangelie,"
,"2 Timothy 1:11 Whereunto I am appointed a preacher, and an apostle, and a teacher of the Gentiles.",2 Timotheus 1:11 waarvoor ek aangestel is as prediker en apostel en leraar van die heidene.
,"2 Timothy 1:12 For the which cause I also suffer these things: nevertheless I am not ashamed: for I know whom I have believed, and am persuaded that he is able to keep that which I have committed unto him against that day.","2 Timotheus 1:12 Om hierdie rede ly ek ook hierdie dinge; maar ek skaam my nie, want ek weet in wie ek geglo het, en ek is oortuig dat Hy mag het om my pand te bewaar tot dié dag toe."
,"2 Timothy 1:13 Hold fast the form of sound words, which thou hast heard of me, in faith and love which is in Christ Jesus.","2 Timotheus 1:13 Hou as voorbeeld van gesonde woorde dié wat jy van my gehoor het, in die geloof en liefde wat in Christus Jesus is."
,2 Timothy 1:14 That good thing which was committed unto thee keep by the Holy Ghost which dwelleth in us.,2 Timotheus 1:14 Bewaar jou goeie pand deur die Heilige Gees wat in ons woon.
,"2 Timothy 1:15 This thou knowest, that all they which are in Asia be turned away from me; of whom are Phygellus and Hermogenes.","2 Timotheus 1:15 Jy weet dit dat almal wat in Asië is, hulle van my afgekeer het, onder wie Figéllus en Hermógenes is."
,"2 Timothy 1:16 The Lord give mercy unto the house of Onesiphorus; for he oft refreshed me, and was not ashamed of my chain:","2 Timotheus 1:16 Mag die Here aan die huis van Onesíforus barmhartigheid bewys, want hy het my dikwels verkwik en hom oor my kettings nie geskaam nie;"
,"2 Timothy 1:17 But, when he was in Rome, he sought me out very diligently, and found [me].","2 Timotheus 1:17 maar toe hy in Rome gekom het, het hy my baie ywerig gesoek en gevind."
,"2 Timothy 1:18 The Lord grant unto him that he may find mercy of the Lord in that day: and in how many things he ministered unto me at Ephesus, thou knowest very well.",2 Timotheus 1:18 Mag die Here hom skenk dat hy barmhartigheid mag verkry van die Here in dié dag! En jy weet baie goed hoeveel dienste hy in Éfese bewys het.
,"2 Timothy 2:1 Thou therefore, my son, be strong in the grace that is in Christ Jesus.","2 Timotheus 2:1 JY dan, my seun, wees sterk deur die genade wat in Christus Jesus is;"
,"2 Timothy 2:2 And the things that thou hast heard of me among many witnesses, the same commit thou to faithful men, who shall be able to teach others also.","2 Timotheus 2:2 en wat jy van my gehoor het onder baie getuies, vertrou dit toe aan getroue manne wat bekwaam sal wees om ook ander te leer."
,"2 Timothy 2:3 Thou therefore endure hardness, as a good soldier of Jesus Christ.",2 Timotheus 2:3 Ly dan verdrukking soos ’n goeie krygsman van Jesus Christus.
,2 Timothy 2:4 No man that warreth entangleth himself with the affairs of [this] life; that he may please him who hath chosen him to be a soldier.,"2 Timotheus 2:4 Niemand wat ’n krygsman is, wikkel hom in die werksaamhede van die lewensonderhoud nie, sodat hy die een kan behaag wat hom vir die diens gewerf het."
,"2 Timothy 2:5 And if a man also strive for masteries, [yet] is he not crowned, except he strive lawfully.","2 Timotheus 2:5 En verder, as iemand aan ’n wedstryd deelneem, word hy nie bekroon as hy nie volgens die reëls gewedywer het nie."
,2 Timothy 2:6 The husbandman that laboureth must be first partaker of the fruits.,"2 Timotheus 2:6 Die landbouer wat swaar werk, behoort eerste van die vrugte te geniet."
,2 Timothy 2:7 Consider what I say; and the Lord give thee understanding in all things.,2 Timotheus 2:7 Dink na oor wat ek sê; en mag die Here jou insig gee in alles!
,2 Timothy 2:8 Remember that Jesus Christ of the seed of David was raised from the dead according to my gospel:,"2 Timotheus 2:8 Onthou dat Jesus Christus, uit die geslag van Dawid, uit die dode opgewek is volgens my evangelie,"
,"2 Timothy 2:9 Wherein I suffer trouble, as an evil doer, [even] unto bonds; but the word of God is not bound.",2 Timotheus 2:9 waarin ek verdrukking ly tot die boeie toe soos ’n kwaaddoener; maar die woord van God is nie gebonde nie.
,"2 Timothy 2:10 Therefore I endure all things for the elect's sakes, that they may also obtain the salvation which is in Christ Jesus with eternal glory.","2 Timotheus 2:10 Daarom verdra ek alles ter wille van die uitverkorenes, sodat hulle ook die verlossing wat in Christus Jesus is, kan verkry met die ewige heerlikheid."
,"2 Timothy 2:11 [It is] a faithful saying: For if we be dead with [him], we shall also live with [him]:","2 Timotheus 2:11 Dit is ’n betroubare woord; want as ons met Hom gesterf het, sal ons ook met Hom lewe."
,"2 Timothy 2:12 If we suffer, we shall also reign with [him]: if we deny [him], he also will deny us:","2 Timotheus 2:12 As ons verdra, sal ons met Hom regeer. As ons Hom verloën, sal Hy ons ook verloën."
,"2 Timothy 2:13 If we believe not, [yet] he abideth faithful: he cannot deny himself.","2 Timotheus 2:13 As ons ontrou is, Hy bly getrou; Hy kan Homself nie verloën nie."
,"2 Timothy 2:14 Of these things put [them] in remembrance, charging [them] before the Lord that they strive not about words to no profit, [but] to the subverting of the hearers.","2 Timotheus 2:14 HERINNER aan hierdie dinge en betuig voor die Here dat hulle geen woordestryd moet voer wat tot geen nut is nie, maar net tot ondergang van die hoorders."
,"2 Timothy 2:15 Study to shew thyself approved unto God, a workman that needeth not to be ashamed, rightly dividing the word of truth.","2 Timotheus 2:15 Lê jou daarop toe om jou beproef voor God te stel as ’n werker wat hom nie hoef te skaam nie, wat die woord van die waarheid reg sny."
,2 Timothy 2:16 But shun profane [and] vain babblings: for they will increase unto more ungodliness.,"2 Timotheus 2:16 Maar die onheilige, onsinnige praatjies moet jy vermy; want hulle sal al verder voortgaan in goddeloosheid,"
,2 Timothy 2:17 And their word will eat as doth a canker: of whom is Hymenaeus and Philetus;,"2 Timotheus 2:17 en hulle woord sal voortwoeker soos ’n kanker, onder wie daar Himenéüs en Filétus is,"
,"2 Timothy 2:18 Who concerning the truth have erred, saying that the resurrection is past already; and overthrow the faith of some.","2 Timotheus 2:18 wat van die waarheid afgedwaal het, omdat hulle sê dat die opstanding al plaasgevind het; en hulle keer die geloof van sommige om."
,"2 Timothy 2:19 Nevertheless the foundation of God standeth sure, having this seal, The Lord knoweth them that are his. And, Let every one that nameth the name of Christ depart from iniquity.","2 Timotheus 2:19 Ewenwel, die fondament van God staan vas met hierdie seël: Die Here ken die wat syne is; en: Laat elkeen wat die Naam van Christus noem, afstand doen van die ongeregtigheid."
,"2 Timothy 2:20 But in a great house there are not only vessels of gold and of silver, but also of wood and of earth; and some to honour, and some to dishonour.","2 Timotheus 2:20 Maar in ’n groot huis is daar nie alleen voorwerpe van goud en silwer nie, maar ook van hout en erdewerk; en sommige tot eer, maar ander tot oneer."
,"2 Timothy 2:21 If a man therefore purge himself from these, he shall be a vessel unto honour, sanctified, and meet for the master's use, [and] prepared unto every good work.","2 Timotheus 2:21 As iemand hom dus hiervan deeglik reinig, sal hy ’n voorwerp tot eer wees, geheilig en bruikbaar vir die Here, toeberei vir elke goeie werk."
